0.0066769125,0.0060753179,0.0054886869,0.0050325239,0.0045548893,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0045000101,0.0060753179,0.0054886869,0.0050325239,0.0045548893,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0027465938,0.0039893970,0.0054886869,0.0050325239,0.0045548893,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0015760442,0.0024349822,0.0036079721,0.0050325239,0.0045548893,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0010527712,0.0012541358,0.0020742512,0.0031923018,0.0045548893,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0005316988,0.0007529199,0.0009753286,0.0017600167,0.0028278387,0.0041330027,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
0.0002430807,0.0005928577,0.0008031703,0.0010139038,0.0017443560,0.0027475339,0.0039833842,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0009650429,-0.0001706708,0.0001960159,0.0004310743,0.0006614841,0.0013712251,0.0023402192,0.0035339464,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0023131920,-0.0014641107,-0.0006879547,-0.0002980682,-0.0000339997,0.0002205832,0.0009188738,0.0018631643,0.0030237836,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0027492126,-0.0026260086,-0.0018194237,-0.0010683108,-0.0006680650,-0.0003868659,-0.0001177666,0.0005649999,0.0014822696,0.0026083917,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0035078306,-0.0032097466,-0.0030473008,-0.0022658407,-0.0015286225,-0.0011138045,-0.0008126147,-0.0005260622,0.0001473351,0.0010441803,0.0021423332,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0041815619,-0.0040058291,-0.0036776929,-0.0034799573,-0.0027172951,-0.0019908410,-0.0015628209,-0.0012434967,-0.0009407911,-0.0002749461,0.0006041200,0.0016772880,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0052143278,-0.0046983544,-0.0044745275,-0.0041221929,-0.0038950862,-0.0031486592,-0.0024322828,-0.0019936608,-0.0016590576,-0.0013424813,-0.0006837358,0.0001788699,0.0012288108,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0061094803,-0.0057453695,-0.0052084578,-0.0049446661,-0.0045709861,-0.0043176929,-0.0035841730,-0.0028760308,-0.0024277459,-0.0020791875,-0.0017497355,-0.0010968764,-0.0002488229,0.0007801467,0.0003788955,0.0000000000,-1.0000000000
-0.0070905821,-0.0065628415,-0.0061668011,-0.0056215571,-0.0053311600,-0.0049446361,-0.0046731356,-0.0039545894,-0.0032572698,-0.0028037112,-0.0024455528,-0.0021070024,-0.0014616498,-0.0006288983,0.0003788955,0.0000000000,-1.0000000000
-0.0093741061,-0.0074966489,-0.0069540863,-0.0065384547,-0.0059908108,-0.0056811987,-0.0052860838,-0.0050006589,-0.0042968781,-0.0036107776,-0.0031540421,-0.0027885609,-0.0024428776,-0.0018052834,-0.0009874263,0.0000000000,-1.0000000000
-0.0088701706,-0.0082507446,-0.0065123990,-0.0059660561,-0.0055397982,-0.0049943516,-0.0046714990,-0.0042714275,-0.0039758031,-0.0032868246,-0.0026124284,-0.0021544208,-0.0017836935,-0.0014327030,-0.0008032123,0.0000000000,-1.0000000000
-0.0080519033,-0.0078377400,-0.0072629412,-0.0056524781,-0.0051158280,-0.0046907454,-0.0041555600,-0.0038282534,-0.0034297875,-0.0031302796,-0.0024590417,-0.0017993571,-0.0013440507,-0.0009720122,-0.0006192709,0.0000000000,-1.0000000000
-0.0078291930,-0.0072123482,-0.0070087058,-0.0064732049,-0.0049733586,-0.0044491205,-0.0040281434,-0.0035042587,-0.0031749466,-0.0027793805,-0.0024776101,-0.0018233151,-0.0011779270,-0.0007260315,-0.0003536318,0.0000000000,-1.0000000000
-0.0074202238,-0.0071855388,-0.0066302004,-0.0064399763,-0.0059413894,-0.0045400378,-0.0040313282,-0.0036178606,-0.0031071659,-0.0027788650,-0.0023882238,-0.0020864413,-0.0014492204,-0.0008185042,-0.0003713057,0.0000000000,-1.0000000000
-0.0070349591,-0.0069300294,-0.0067000316,-0.0061729746,-0.0059756940,-0.0054928452,-0.0041635079,-0.0036579328,-0.0032417227,-0.0027342682,-0.0023992429,-0.0020060418,-0.0016978666,-0.0010702977,-0.0004476920,0.0000000000,-1.0000000000
-0.0058580731,-0.0059121730,-0.0058876699,-0.0057340919,-0.0052931401,-0.0051440460,-0.0047219145,-0.0034972203,-0.0030321742,-0.0026470668,-0.0021724579,-0.0018583449,-0.0014871539,-0.0011952606,-0.0005966385,0.0000000000,-1.0000000000
-0.0042613539,-0.0046269905,-0.0047535533,-0.0047937950,-0.0047031347,-0.0043347835,-0.0042269175,-0.0038573881,-0.0027248132,-0.0022963510,-0.0019395226,-0.0014948039,-0.0011998976,-0.0008489006,-0.0005720086,0.0000000000,-1.0000000000
-0.0026584008,-0.0030514088,-0.0034737453,-0.0036657736,-0.0037656578,-0.0037335114,-0.0034324677,-0.0033650420,-0.0030458434,-0.0019989073,-0.0016071906,-0.0012794404,-0.0008650258,-0.0005905644,-0.0002606903,0.0000000000,-1.0000000000
-0.0010661635,-0.0016852851,-0.0021550103,-0.0026355967,-0.0028927050,-0.0030526144,-0.0030793482,-0.0028447616,-0.0028201756,-0.0025521930,-0.0015879398,-0.0012353088,-0.0009393594,-0.0005574967,-0.0003063074,0.0000000000,-1.0000000000
0.0007982725,-0.0000798662,-0.0007632662,-0.0012951622,-0.0018244171,-0.0021372033,-0.0023495900,-0.0024286623,-0.0022538164,-0.0022687165,-0.0020479499,-0.0011596052,-0.0008441708,-0.0005788648,-0.0002283344,0.0000000000,-1.0000000000
0.0023628900,0.0015321659,0.0006279498,-0.0000897537,-0.0006590134,-0.0012177148,-0.0015685612,-0.0018184459,-0.0019366618,-0.0018090142,-0.0018543426,-0.0016718031,-0.0008485013,-0.0005639957,-0.0003241116,0.0000000000,-1.0000000000
