1.0079950103,1.0073934157,1.0068067847,1.0063506218,1.0058729871,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0058181079,1.0073934157,1.0068067847,1.0063506218,1.0058729871,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0040646916,1.0053074949,1.0068067847,1.0063506218,1.0058729871,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0028941420,1.0037530800,1.0049260699,1.0063506218,1.0058729871,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0023708691,1.0025722336,1.0033923490,1.0045103996,1.0058729871,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0018497966,1.0020710177,1.0022934264,1.0030781145,1.0041459365,1.0054511006,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0015611785,1.0019109555,1.0021212681,1.0023320017,1.0030624538,1.0040656317,1.0053014820,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
1.0003530549,1.0011474271,1.0015141138,1.0017491721,1.0019795820,1.0026893229,1.0036583170,1.0048520442,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
0.9990049058,0.9998539871,1.0006301431,1.0010200297,1.0012840981,1.0015386810,1.0022369716,1.0031812621,1.0043418815,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
0.9985688852,0.9986920892,0.9994986741,1.0002497870,1.0006500328,1.0009312319,1.0012003312,1.0018830977,1.0028003674,1.0039264895,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
0.9978102672,0.9981083512,0.9982707971,0.9990522572,0.9997894753,1.0002042934,1.0005054831,1.0007920356,1.0014654329,1.0023622781,1.0034604311,1.0029953858,1.0025469086,1.0020982445,1.0016969933,1.0013180978,0.0000000000
